time,pIn,pOut,mdotA
0.7,0.08734001663124,8.2286170414913,0.000450431382838512
0.700006231540737,0.0873403960741737,8.22873144649167,0.000450191141876943
0.700006231540744,0.0873403960741741,8.2287314464918,0.000450085665590405
0.70001187526703,0.0873403102758596,8.22883559726059,0.00045039124104973
0.700023162719603,0.0873384510496168,8.22904375681956,0.000449765352471987
0.700034450172176,0.0873328828228526,8.22925162868613,0.000449123362405879
0.700048286096796,0.0873206413453939,8.22950617139859,0.000448813607974552
0.700069308836925,0.087291953647555,8.22989241283486,0.000447882363801
0.700097954518526,0.0872380462191845,8.23041762322254,0.000446914902876627
0.700126600200126,0.0871728591032192,8.23094159252881,0.000445708381581367
0.700195178496644,0.0869996141430751,8.23219071221322,0.000443062870274791
0.700263756793163,0.0868240296903613,8.23343222256966,0.000440154361664225
0.700332335089681,0.0866615930227599,8.23466583353704,0.000437305148805689
0.700416936772365,0.0864835961990438,8.23617643823872,0.0004335215454494
0.700524725543033,0.0862884251501398,8.23808241848203,0.000428683674865704
0.700654164381632,0.0860884866838496,8.24034257838301,0.000422504573431404
0.700811272338461,0.0858772956769004,8.24304200082234,0.00041480738491162
0.701,0.0856485005590619,8.24621799452146,0.000404972491241717
0.701237214797961,0.085379589226504,8.25010076920686,0.000392030640391949
0.701529287276139,0.0850622155898155,8.25470364436022,0.000374917423318966
0.701915528523942,0.0846563236448196,8.26046582011655,0.00035064206082569
0.702,0.0845695963632704,8.26167504952713,0.000345258993623254
0.702422357380292,0.0841459247140972,8.26741813267655,0.000315480348243358
0.702844714760584,0.0837423992972194,8.272635157126,0.000284321756141348
0.703,0.0836003520900033,8.27441497221264,0.000271982291368378
0.703776426197081,0.0829530566127264,8.28208649704899,0.000207328993924949
0.704,0.082787891065402,8.28391176504031,0.000188453532493416
0.7043,0.0825827181458935,8.28606653312838,0.000159663025602996
0.7046,0.0823974897739545,8.28787498344522,0.000132430825590224
0.705,0.0821852992080365,8.28973683519007,9.30587333669575e-05
0.705249205397283,0.0820746044174251,8.29057288053518,6.94342789718805e-05
0.705498410794565,0.0819818460651941,8.29115492818325,4.36819919978904e-05
0.706,0.0818558274783582,8.29153962141831,-6.53919696080862e-06
0.706195001610857,0.0818303597883207,8.29140394864815,-2.7154140222363e-05
0.706390003221715,0.0818198045487147,8.29110562099195,-4.69353449480403e-05
0.7065730022552,0.0818245453214524,8.29067729333096,-6.64216195968015e-05
0.706756001288686,0.081844663016928,8.29010464387035,-8.51396106502644e-05
0.707,0.0818978474908131,8.28911665898911,-0.000110995324154595
0.70749280945644,0.0821141867008542,8.28633764701514,-0.000162227428317285
0.707644966619508,0.0822131845473315,8.28526861950456,-0.000178254454426652
0.707797123782576,0.0823294373430285,8.28410014268248,-0.000193953979389039
0.708,0.0825131134568938,8.28238822722427,-0.000215108191306879
0.708306806977217,0.0828563104355344,8.27946718069342,-0.000246571560385767
0.708613613954433,0.0832772698859461,8.27615039507134,-0.000277861477581687
0.70892042093165,0.0837658662980987,8.27244340629742,-0.000308527420320615
0.709,0.0839017653414393,8.27141888077957,-0.000316469769474081
0.709049394598164,0.0839874312351612,8.2707700108944,-0.000321320447751461
0.709098789196329,0.0840739023306835,8.27011132890858,-0.000326167681012457
0.709135836755192,0.0841392137717551,8.26961083048986,-0.000329842010161618
0.709172884314055,0.0842048510018414,8.26910483748995,-0.000333411549414797
0.709197212968794,0.0842481069058856,8.26876956304167,-0.000335856393967271
0.709221541623532,0.0842914639720718,8.26843192457243,-0.000338159134929406
0.709245870278271,0.084334905999276,8.2680919263535,-0.000340596073212907
0.7092796692726,0.0843953685742873,8.26761566370984,-0.000343819278028734
0.709313468266929,0.0844559227467543,8.26713486593303,-0.000347154999876698
0.709347267261258,0.0845165275477188,8.26664953769099,-0.000350372683660227
0.709381066255586,0.0845771433590722,8.26615969764446,-0.000353682797604615
0.709428741277452,0.0846625838212968,8.26546110002887,-0.000358227348978835
